"dcas_bbl","dcas_hnum","display_hnum","dcas_sname","sname_1b","parcel_name","display_name","agency","primary_use_code","primary_use_text","reviewed"
"1001710031","60","60","LAFAYETTE STREET","LAFAYETTE STREET","FIELD OFFICE-MN FAMILY CT DIVN","FIELD OFFICE-MANHATTAN FAMILY CT DIVN","DCAS","100","OFFICE",
"1001710031","60","60","LAFAYETTE STREET","LAFAYETTE STREET","FIELD OFFICE-MN FAMILY CT DIVN","FIELD OFFICE-MANHATTAN FAMILY CT DIVN","DOITT","100","OFFICE",
"1001710031","60","60","LAFAYETTE STREET","LAFAYETTE STREET","FIELD OFFICE-MN FAMILY CT DIVN","FIELD OFFICE-MANHATTAN FAMILY CT DIVN","HHC","100","OFFICE",
"1001710031","60","60","LAFAYETTE STREET","LAFAYETTE STREET","FIELD OFFICE-MN FAMILY CT DIVN","FIELD OFFICE-MANHATTAN FAMILY CT DIVN","HRA","100","OFFICE",
"1001710031","60","60","LAFAYETTE STREET","LAFAYETTE STREET","FIELD OFFICE-MN FAMILY CT DIVN","FIELD OFFICE-MANHATTAN FAMILY CT DIVN","LAW","100","OFFICE",
"1001710031","60","60","LAFAYETTE STREET","LAFAYETTE STREET","FIELD OFFICE-MN FAMILY CT DIVN","FIELD OFFICE-MANHATTAN FAMILY CT DIVN","OCA","100","OFFICE",
"1001710031","60","60","LAFAYETTE STREET","LAFAYETTE STREET","FIELD OFFICE-MN FAMILY CT DIVN","FIELD OFFICE-MANHATTAN FAMILY CT DIVN","PRIV","100","OFFICE",
"1001710031","60","60","LAFAYETTE STREET","LAFAYETTE STREET","FIELD OFFICE-MN FAMILY CT DIVN","FIELD OFFICE-MANHATTAN FAMILY CT DIVN","PROB","100","OFFICE",
"1001900033","16-20","16-20","ERICSSON PLACE","ERICSSON PLACE","1ST PCT POL STAT","1ST PRECINCT POL STAT","NYPD","500","PUBLIC SAFETY FACILITY",
"1002360006","145","145","BAXTER STREET","BAXTER STREET","PS 130 & PLAYGROUND","PS 130 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"1002410010",,"",,,"FORMER PIERS 33 & 34","FORMER PIERS 33 AND 34","DSBS","1530","NO USE-WATERFRONT (ANY AGENCY)",
"1002410013","271","271","MARGINAL STREET","MARGINAL STREET","PIERS 35 & 36  EMS ST.4/DIV.1","PIERS 35 AND 36  EMS ST.4/DIV.1","DOT","932","INDOOR STORAGE - EQUIPMENT",
"1002410013","271","271","MARGINAL STREET","MARGINAL STREET","PIERS 35 & 36  EMS ST.4/DIV.1","PIERS 35 AND 36  EMS ST.4/DIV.1","DSBS","1500","NO USE",
"1002410013","271","271","MARGINAL STREET","MARGINAL STREET","PIERS 35 & 36  EMS ST.4/DIV.1","PIERS 35 AND 36  EMS ST.4/DIV.1","FIRE","540","AMBULANCE STATION",
"1002410013","271","271","MARGINAL STREET","MARGINAL STREET","PIERS 35 & 36  EMS ST.4/DIV.1","PIERS 35 AND 36  EMS ST.4/DIV.1","NYPD","1300","MISCELLANEOUS USE",
"1002410013","271","271","MARGINAL STREET","MARGINAL STREET","PIERS 35 & 36  EMS ST.4/DIV.1","PIERS 35 AND 36  EMS ST.4/DIV.1","PARKS","490","OTHER RECREATIONAL FACILITY",
"1002410013","271","271","MARGINAL STREET","MARGINAL STREET","PIERS 35 & 36  EMS ST.4/DIV.1","PIERS 35 AND 36  EMS ST.4/DIV.1","SANIT","940","COMBINED MAINTENANCE/STORAGE FACILITY",
"1002450007","327","327","CHERRY STREET","CHERRY STREET","PS 137M & PS 184M","PS 137M AND PS 184M","EDUC","211","ELEMENTARY SCHOOL",
"1002540020","0","","PIKE STREET","PIKE STREET","MANH BR ANCHOR/COLEMAN SQ PLGD","MANH BR ANCHOR/COLEMAN SQ PLAYGROUND","DOT","880","ROAD/HIGHWAY",
"1002540020","0","","PIKE STREET","PIKE STREET","MANH BR ANCHOR/COLEMAN SQ PLGD","MANH BR ANCHOR/COLEMAN SQ PLAYGROUND","PARKS","440","PARK",
"1002560001","45","45","RUTGERS STREET","RUTGERS STREET","LA GUARDIA HOUSES & PLAYGROUND","LA GUARDIA HOUSES AND PLAYGROUND","NYCHA","1310","TRAINING FACILITY",
"1002560001","45","45","RUTGERS STREET","RUTGERS STREET","LA GUARDIA HOUSES & PLAYGROUND","LA GUARDIA HOUSES AND PLAYGROUND","PARKS","431","PLAYGROUND",
"1002560014","282","282","CHERRY STREET","CHERRY STREET","F. H. LAGUARDIA HSES ADD & SC","F. H. LAGUARDIA HOUSES ADD AND SC","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"1002750028","134","134","MADISON STREET","MADISON STREET","BWSO WATER SEWER & REPAIR FAC","BWSO WATER SEWER AND REPAIR FAC","DEP","940","COMBINED MAINTENANCE/STORAGE FACILITY",
"1002790030",,"","MADISON & CATHERINE STS","MADISON & CATHERINE STS","PS 1&PLAYGROUND (JOP)","PS 1 AND PLAYGROUND (JOP)","EDUC","430","PLAYGROUND/SPORTS AREA",
"1002790030",,"","MADISON & CATHERINE STS","MADISON & CATHERINE STS","PS 1&PLAYGROUND (JOP)","PS 1 AND PLAYGROUND (JOP)","PARKS","431","PLAYGROUND",
"1002840001","13","13","HENRY STREET","HENRY STREET","CAPT JACOB JOSEPH PLGD","CAPT JACOB JOSEPH PLAYGROUND","PARKS","431","PLAYGROUND",
"1002880001","293","293","EAST BROADWAY","EAST BROADWAY","PS 134 & PLAYGROUND (JOP)","PS 134 AND PLAYGROUND (JOP)","EDUC","430","PLAYGROUND/SPORTS AREA",
"1002880001","293","293","EAST BROADWAY","EAST BROADWAY","PS 134 & PLAYGROUND (JOP)","PS 134 AND PLAYGROUND (JOP)","PARKS","431","PLAYGROUND",
"1003020001",,"","CHRYSTIE ST","CHRYSTIE STREET","SARA D. ROOSEVELT PARKWAY PLGD","SARA D. ROOSEVELT PARKWAY PLAYGROUND","PARKS","440","PARK",
"1003110035",,"","EAST BROADWAY","EAST BROADWAY","WILLIAM H SEWARD PARK PLGD","WILLIAM H SEWARD PARK PLAYGROUND","PARKS","431","PLAYGROUND",
"1003230001","605","605","FDR DRIVE","FDR DRIVE","BARUCH & BARUCH ADDITION HSES","BARUCH AND BARUCH ADDITION HOUSES","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"1003230001","605","605","FDR DRIVE","FDR DRIVE","BARUCH & BARUCH ADDITION HSES","BARUCH AND BARUCH ADDITION HOUSES","PARKS","440","PARK",
"1003310095","29","29","COLUMBIA STREET","COLUMBIA STREET","BERNARD DOWNING PLGD/LUTHER GU","BERNARD DOWNING PLAYGROUND LUTHER GU","PARKS","431","PLAYGROUND",
"1003430001","100","100","ATTORNEY STREET","ATTORNEY STREET","PS 142 & PLAYGROUND","PS 142 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"1003440001","123","123","RIDGE STREET","RIDGE STREET","PS 140 & PLAYGROUND (JOP)","PS 140 AND PLAYGROUND (JOP)","EDUC","211","ELEMENTARY SCHOOL",
"1003440001","123","123","RIDGE STREET","RIDGE STREET","PS 140 & PLAYGROUND (JOP)","PS 140 AND PLAYGROUND (JOP)","PARKS","400","RECREATIONAL FACILITY",
"1003530054","107","107","SUFFOLK STREET","SUFFOLK STREET","CLEMENTE SOTO VELEZ CULT & ED","CLEMENTE SOTO VELEZ CULT AND ED","CULT","300","CULTURAL FACILITY",
"1003740020","333","333","EAST    4 STREET","EAST    4 STREET","PS 15 & PLAYGROUND","PS 15 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"1003910053","313","313","EAST 8 STREET","EAST    8 STREET","DE COLORES CMTY YARD & CTR GAR","DE COLORES CMTY YARD AND CTR GAR","PARKS","472","COMMUNITY GARDEN",
"1003910054","311","311","EAST 8 STREET","EAST    8 STREET","DE COLORES CMTY YARD & CTR GAR","DE COLORES CMTY YARD AND CTR GAR","PARKS","472","COMMUNITY GARDEN",
"1004010031","542","542","EAST 6 STREET","EAST    6 STREET","6TH ST & AVE B COMM GARDEN","6TH ST AND AVENUE B COMM GARDEN","PARKS","472","COMMUNITY GARDEN",
"1004010033","90-92","90-92","AVENUE B","AVENUE B","6TH ST & AVE B COMM GARDEN","6TH ST AND AVENUE B COMM GARDEN","PARKS","472","COMMUNITY GARDEN",
"1004010035","86-88","86-88","AVENUE B","AVENUE B","6TH ST & AVE B COMM GARDEN","6TH ST AND AVENUE B COMM GARDEN","PARKS","472","COMMUNITY GARDEN",
"1004010037","84","84","AVENUE B","AVENUE B","6TH ST & AVE B COMM GARDEN","6TH ST AND AVENUE B COMM GARDEN","PARKS","472","COMMUNITY GARDEN",
"1004010038","82","82","AVENUE B","AVENUE B","6TH ST & AVE B COMM GARDEN","6TH ST AND AVENUE B COMM GARDEN","PARKS","472","COMMUNITY GARDEN",
"1004010039","78-80","78-80","AVENUE B","AVENUE B","6TH ST & AVE B COMM GARDEN","6TH ST AND AVENUE B COMM GARDEN","PARKS","472","COMMUNITY GARDEN",
"1004050024","532-42","532-42","EAST   12 STREET","EAST   12 STREET","JOSEPH C SAUER PLGD","JOSEPH C SAUER PLAYGROUND","PARKS","440","PARK",
"1004050029","544","544","EAST   12 STREET","EAST   12 STREET","JOSEPH C SAUER PLGD","JOSEPH C SAUER PLAYGROUND","PARKS","440","PARK",
"1004230022","115","115","CHRYSTIE STREET","CHRYSTIE STREET","CHINATOWN PC DCC& OPEN DOOR SR","CHINATOWN PC DCC AND  OPEN DOOR SR","AGING","752","SENIOR CENTER",
"1004230022","115","115","CHRYSTIE STREET","CHRYSTIE STREET","CHINATOWN PC DCC& OPEN DOOR SR","CHINATOWN PC DCC AND  OPEN DOOR SR","EDUC","100","OFFICE",
"1004230022","115","115","CHRYSTIE STREET","CHRYSTIE STREET","CHINATOWN PC DCC& OPEN DOOR SR","CHINATOWN PC DCC AND  OPEN DOOR SR","HRA","100","OFFICE",
"1004380021","426","426","EAST   11 STREET","EAST   11 STREET","FABRIA REHABS","FABRIA REHAB","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"1004470047","321","321","EAST    5 STREET","EAST    5 STREET","N.Y.C.P.D. 9TH PRECINCT","NYPD 9TH PRECINCT","NYPD","510","POLICE STATION",
"1004730038","417","417","BROOME STREET","BROOME STREET","LAFAYETTE & BROOME SUBSTATION","LAFAYETTE AND BROOME SUBSTATION","NYCTA","862","TRANSIT SUBSTATION",
"1005961002","500","500","WASHINGTON STREET","WASHINGTON STREET","MN 1/2/5 GARAGES","MANHATTAN 1/2/5 GARAGES","SANIT","940","COMBINED MAINTENANCE/STORAGE FACILITY",
"1006060013","32-42","32-42","GREENWICH AVENUE","GREENWICH AVENUE","PS 41 & PLAYGROUND","PS 41 AND PLAYGROUND","EDUC","431","PLAYGROUND",
"1006130059","61-65","61-65","GREENWICH AVENUE","GREENWICH AVENUE","7TH AVE SO GREENWICH AV SUB","7TH AVENUE SO GREENWICH AV SUB","MTA","862","TRANSIT SUBSTATION",
"1006180066","253","253","WEST 13 STREET","WEST   13 STREET","IND GREENWICH AVE. SUBSTATION","IND GREENWICH AVENUE SUBSTATION","MTA","862","TRANSIT SUBSTATION",
"1006200033","233","233","WEST   10 STREET","WEST   10 STREET","N.Y.C.P.D. 6TH PRECINCT","NYPD 6TH PRECINCT","NYPD","510","POLICE STATION",
"1006230002","588","588","HUDSON STREET","HUDSON STREET","NEW ABINGDON/BLEECKER PLGD","NEW ABINGDON/BLEECKER PLAYGROUND","PARKS","440","PARK",
"1006270025","638-40","638-40","HUDSON STREET","HUDSON STREET","CORPL JOHN A SERAVALLI PLGD","CORPL JOHN A SERAVALLI PLAYGROUND","PARKS","431","PLAYGROUND",
"1007400024","317","317","WEST   16 STREET","WEST   16 STREET","DR. GERTRUDE B. KELLY PLAYGRND","DR. GERTRUDE B. KELLY PLAYGROUND","PARKS","431","PLAYGROUND",
"1007490070","346","346","WEST 26 STREET","WEST   26 STREET","PENN STATION SOUTH HSES PLGD","PENN STATION SOUTH HOUSES PLAYGROUND","PARKS","431","PLAYGROUND",
"1007690055","230","230","WEST   20 STREET","WEST   20 STREET","N.Y.C.P.D. 10TH PRECINCT","NYPD 10TH PRECINCT","NYPD","510","POLICE STATION",
"1008420034","18","18","EAST 15 STREET","EAST   15 STREET","NEW IS & HIGH SCHOOL","NEW IS AND HIGH SCHOOL","EDUC","200","EDUCATIONAL FACILITY",
"1009220008","345","345","EAST 15 STREET","EAST   15 STREET","HIGH SCHOOL OF HEALTH & HUMAN","HIGH SCHOOL OF HEALTH AND HUMAN","EDUC","213","ACADEMIC HIGH SCHOOL",
"1009260001","344","344","EAST 21 STREET","EAST   21 STREET","JHS 104 & PLAYGROUND","JHS 104 AND PLAYGROUND","EDUC","212","INTERMEDIATE SCHOOL",
"1009260001","344","344","EAST 21 STREET","EAST   21 STREET","JHS 104 & PLAYGROUND","JHS 104 AND PLAYGROUND","PARKS","431","PLAYGROUND",
"1009620050",,"","EAST 34 STREET","EAST   34 STREET","L.U.W. BET E.30 & 34 STREETS","L.U.W. BET E.30 AND 34 STREETS","DSBS","1500","NO USE",
"1009620050",,"","EAST 34 STREET","EAST   34 STREET","L.U.W. BET E.30 & 34 STREETS","L.U.W. BET E.30 AND 34 STREETS","EDC","1900","IN USE-TENANTED",
"1009660050",,"",,,"L.U.W UPLAND & MARGINAL STREET","L.U.W UPLAND AND MARGINAL STREET","DOT","811","FERRY TERMINAL",
"1009660050",,"",,,"L.U.W UPLAND & MARGINAL STREET","L.U.W UPLAND AND MARGINAL STREET","DSBS","811","FERRY TERMINAL",
"1009660050",,"",,,"L.U.W UPLAND & MARGINAL STREET","L.U.W UPLAND AND MARGINAL STREET","EDC","1500","NO USE",
"1009690050",,"","MARGINAL STREET","MARGINAL STREET","BET. E 37TH & E 38TH STS","BET. E 37TH AND E 38TH STS","DSBS","1530","NO USE-WATERFRONT (ANY AGENCY)",
"1009690050",,"","MARGINAL STREET","MARGINAL STREET","BET. E 37TH & E 38TH STS","BET. E 37TH AND E 38TH STS","EDC","1500","NO USE",
"1009810002","382","382","ASSER LEVY PLACE","ASSER LEVY PLACE","ASSER LEVY RECREATION CTR & PK","ASSER LEVY RECREATION CTR AND PARK","PARKS","400","RECREATIONAL FACILITY",
"1010050049","126-34","126-34","W 53 ST","WEST   53 STREET","IND 53RD ST. BLDG & CTRAL SUBS","IND 53RD ST. BLDG AND CTRAL SUBS","MTA","862","TRANSIT SUBSTATION",
"1010590015","439","439","WEST 49 STREET","WEST   49 STREET","HS GRAPHIC COMM ARTS & PARK","HS GRAPHIC COMM ARTS AND PARK","EDUC","214","VOCATIONAL HIGH SCHOOL",
"1010590015","439","439","WEST 49 STREET","WEST   49 STREET","HS GRAPHIC COMM ARTS & PARK","HS GRAPHIC COMM ARTS AND PARK","PARKS","440","PARK",
"1010620003","440","440","WEST 53 STREET","WEST   53 STREET","PS 111 & PLAYGROUND","PS 111 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"1011300001","175","175","CENTRAL PARK WEST","CENTRAL PARK WEST","T.ROOSEVELT PARK & MUS NAT HIS","T.ROOSEVELT PARK AND MUS NAT HIS","CULT","310","MUSEUM/GALLERY",
"1011300001","175","175","CENTRAL PARK WEST","CENTRAL PARK WEST","T.ROOSEVELT PARK & MUS NAT HIS","T.ROOSEVELT PARK AND MUS NAT HIS","PARKS","440","PARK",
"1011580040","270","270","WEST   70 STREET","WEST   70 STREET","PS 199 & PLAYGROUND (JOP)","PS 199 AND PLAYGROUND (JOP)","EDUC","211","ELEMENTARY SCHOOL",
"1011580040","270","270","WEST   70 STREET","WEST   70 STREET","PS 199 & PLAYGROUND (JOP)","PS 199 AND PLAYGROUND (JOP)","PARKS","431","PLAYGROUND",
"1012050006","32","32","WEST 92 STREET","WEST   92 STREET","PS 84 & PLAYGROUND","PS 84 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"1012050006","32","32","WEST 92 STREET","WEST   92 STREET","PS 84 & PLAYGROUND","PS 84 AND PLAYGROUND","PARKS","472","COMMUNITY GARDEN",
"1012140029","100","100","WEST   84 STREET","WEST   84 STREET","PS 9 & PLAYGROUND","PS 9 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"1012150001","163","163","WEST 84 STREET","WEST   84 STREET","LOUIS D. BRANDEIS HS & PLG","LOUIS D. BRANDEIS HS AND PLG","EDUC","213","ACADEMIC HIGH SCHOOL",
"1012190001","589","589","AMSTERDAM AVENUE","AMSTERDAM AVENUE","WSUR SITE C-589 AMSTERDAM AVE","WSUR SITE C-589 AMSTERDAM AVENUE","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"1013060033","165","165","EAST 51 STREET","EAST   51 STREET","ENG 8 LAD 2 BAT 8/ NYPD 17 PCT","ENG 8 LAD 2 BAT 8/ NYPD 17 PRECINCT","FIRE","520","FIREHOUSE",
"1013060033","165","165","EAST 51 STREET","EAST   51 STREET","ENG 8 LAD 2 BAT 8/ NYPD 17 PCT","ENG 8 LAD 2 BAT 8/ NYPD 17 PRECINCT","NYPD","510","POLICE STATION",
"1013460032","342","342","EAST 54 STREET","EAST   54 STREET","RECREATION CTR 54/GYM & POOL","RECREATION CTR 54/GYM AND POOL","PARKS","450","SPECIAL RECREATIONAL FACILITY - INDOOR",
"1013530050",,"","A NEW STREET","A NEW STREET","L.U.W. BET E 41 ST & 42 STS","L.U.W. BET E 41 ST AND 42 STS","DSBS","1530","NO USE-WATERFRONT (ANY AGENCY)",
"1013540011","421","421","EAST 42 STREET","EAST   42 STREET","TUDER SUBSTA. & EMERGENCY EXIT","TUDER SUBSTA. AND EMERGENCY EXIT","MTA","862","TRANSIT SUBSTATION",
"1013540050",,"","A NEW STREET","A NEW STREET","L.U.W. BET E 42ND & E 48 STS","L.U.W. BET E 42ND AND E 48 STS","DSBS","1530","NO USE-WATERFRONT (ANY AGENCY)",
"1014300005","220","220","EAST   76 STREET","EAST   76 STREET","JHS 167 & PLAYGROUND","JHS 167 AND PLAYGROUND","EDUC","212","INTERMEDIATE SCHOOL",
"1014340001","1130","1130","2 AVENUE","2 AVENUE","QUEENSBORO BRIDGE/MAN 81&63SEC","QUEENSBORO BRIDGE/MAN 81 AND 63SEC","DOT","880","ROAD/HIGHWAY",
"1014340001","1130","1130","2 AVENUE","2 AVENUE","QUEENSBORO BRIDGE/MAN 81&63SEC","QUEENSBORO BRIDGE/MAN 81 AND 63SEC","PARKS","440","PARK",
"1014340001","1130","1130","2 AVENUE","2 AVENUE","QUEENSBORO BRIDGE/MAN 81&63SEC","QUEENSBORO BRIDGE/MAN 81 AND 63SEC","SANIT","1370","SANITATION SECTION STATION",
"1014880017","76-99","76-99","F D R DRIVE","F D R DRIVE","JOHN JAY PARK.& POOL","JOHN JAY PARK. AND  POOL","PARKS","440","PARK",
"1015060021","1339-51","1339-51","MADISON AVENUE","MADISON AVENUE","HUNTER COLLEGE ELEM & HS","HUNTER COLLEGE ELEM AND HS","CUNY","213","ACADEMIC HIGH SCHOOL",
"1015240023","1700","1700","3 AVENUE","3 AVENUE","PS 198 & JOP (JUDGE SEABURY)","PS 198 AND JOP (JUDGE SEABURY)","EDUC","211","ELEMENTARY SCHOOL",
"1015240023","1700","1700","3 AVENUE","3 AVENUE","PS 198 & JOP (JUDGE SEABURY)","PS 198 AND JOP (JUDGE SEABURY)","PARKS","431","PLAYGROUND",
"1015240046","1487","1487","LEXINGTON AVENUE","LEXINGTON AVENUE","PS 198 PLGD (JOP) JUDG SEABURY","PS 198 PLAYGROUND (JOP) JUDG SEABURY","EDUC","430","PLAYGROUND/SPORTS AREA",
"1015240046","1487","1487","LEXINGTON AVENUE","LEXINGTON AVENUE","PS 198 PLGD (JOP) JUDG SEABURY","PS 198 PLAYGROUND (JOP) JUDG SEABURY","PARKS","431","PLAYGROUND",
"1015240064","112","112","EAST   96 STREET","EAST   96 STREET","96TH ST REGIONAL BRANCH LIBR","96TH ST REGIONAL BRANCH LIBRARY","NYPL","332","BRANCH LIBRARY",
"1015730001",,"",,,"STANLEY ISAACS HSES & SENIOR C","STANLEY ISAACS HOUSES AND SENIOR C","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"1015960075","62","62","LENOX AVENUE","LENOX AVENUE","MARTIN LUTHER KING HSES PLGD.","MARTIN LUTHER KING HOUSES PLAYGROUND","PARKS","431","PLAYGROUND",
"1016100023","1545","1545","MADISON AVENUE","MADISON AVENUE","CARVER HOUSES & PLAYGRPUND","CARVER HOUSES AND PLAYGRPUND","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"1016140021","1615","1615","MADISON AVENUE","MADISON AVENUE","PS 108 & PLAYGROUND","PS 108 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"1016260040","1782","1782","THIRD AVENUE","THIRD AVENUE","LEX.AVE. & E99 SUBSTATION","LEX.AVE. AND E99 SUBSTATION","MTA","862","TRANSIT SUBSTATION",
"1016330013","1680","1680","LEXINGTON AVENUE","LEXINGTON AVENUE","1680 LEXINGTON AV - FMR PS 107","1680 LEXINGTON AVENUE - FMR PS 107","DCAS","1900","IN USE-TENANTED",
"1016330013","1680","1680","LEXINGTON AVENUE","LEXINGTON AVENUE","1680 LEXINGTON AV - FMR PS 107","1680 LEXINGTON AVENUE - FMR PS 107","EDC","1900","IN USE-TENANTED",
"1016330013","1680","1680","LEXINGTON AVENUE","LEXINGTON AVENUE","1680 LEXINGTON AV - FMR PS 107","1680 LEXINGTON AVENUE - FMR PS 107","EDUC","290","OTHER SCHOOL",
"1016390001","111-13","111-13","EAST 111 STREET","EAST  111 STREET","PS 101 & PLAYGROUND","PS 101 AND PLAYGROUND","EDUC","431","PLAYGROUND",
"1016390017","143","143","EAST 111 STREET","EAST  111 STREET","PS 101 & PLAYGROUND","PS 101 AND PLAYGROUND","EDUC","431","PLAYGROUND",
"1016400139","176","176","EAST  115 STREET","EAST  115 STREET","PS 57 & PLAYGROUND (JOP)","PS 57 AND PLAYGROUND (JOP)","EDUC","211","ELEMENTARY SCHOOL",
"1016400139","176","176","EAST  115 STREET","EAST  115 STREET","PS 57 & PLAYGROUND (JOP)","PS 57 AND PLAYGROUND (JOP)","PARKS","430","PLAYGROUND/SPORTS AREA",
"1016490001","225","225","EAST   99 STREET","EAST   99 STREET","GW PLYGRND/CHERRY TREE PARK","GW PLAYGROUND CHERRY TREE PARK","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"1016490001","225","225","EAST   99 STREET","EAST   99 STREET","GW PLYGRND/CHERRY TREE PARK","GW PLAYGROUND CHERRY TREE PARK","PARKS","431","PLAYGROUND",
"1016520001","1851","1851","3 AVENUE","3 AVENUE","GEO WASHTN HSES/BLAKE HOBBS PK","GEO WASHTN HOUSES/BLAKE HOBBS PARK","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"1016520001","1851","1851","3 AVENUE","3 AVENUE","GEO WASHTN HSES/BLAKE HOBBS PK","GEO WASHTN HOUSES/BLAKE HOBBS PARK","PARKS","440","PARK",
"1016540005","203","203","EAST 104 STREET","EAST  104 STREET","LEGETT MEMORIAL DCC PLAYLOT","LEGETT MEMORIAL DCC PLAYGROUND","EDUC","434","ACCESSORY PLAY AREA",
"1016560050","1981","1981","3 AVENUE","3 AVENUE","IS  117 & PLAYGROUND","IS  117 AND PLAYGROUND","EDUC","430","PLAYGROUND/SPORTS AREA",
"1016560050","1981","1981","3 AVENUE","3 AVENUE","IS  117 & PLAYGROUND","IS  117 AND PLAYGROUND","PARKS","431","PLAYGROUND",
"1016560100","240","240","EAST 109 STREET","EAST  109 STREET","JHS 117 & PLAYGROUND","JHS 117 AND PLAYGROUND","EDUC","212","INTERMEDIATE SCHOOL",
